review_text,sentiment,review_length
the heart attack grill in downtown vegas is an absolutely flat-lined excuse for a restaurant.,0,93
not much seafood and like 5 strings of pasta at the bottom.,0,59
"the salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1,103
"the ripped banana was not only ripped, but petrified and tasteless.",0,67
at least think to refill my water before i struggle to wave you over for 10 minutes.,0,84
this place receives stars for their appetizers,1,46
the cocktails are all handmade and delicious.,1,45
we'd definitely go back here again.,1,35
we are so glad we found this place.,1,35
"great food and service, huge portions and they give a military discount.",1,72
always a great time at dos gringos,1,34
update.....went back for a second time and it was still just as amazing,1,71
we got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0,98
a great way to finish a great.,1,30
"the deal included 5 tastings and 2 drinks, and jeff went above and beyond what we expected.",1,91
"- really, really good rice, all the time.",1,41
the service was meh.,0,20
"it took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,87
"i guess i should have known that this place would suck, because it is inside of the excalibur, but i didn't use my common sense.",0,128
the scallop dish is quite appalling for value as well.,0,54
2 times - very bad customer service ,0,36
the sweet potato fries were very good and seasoned well.,1,56
today is the second time i've been to their lunch buffet and it was pretty good.,1,80
there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company.,0,119
coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0,133
walked in and the place smelled like an old grease trap and only 2 others there eating.,0,87
the turkey and roast beef were bland.,0,37
this place has it,1,17
the pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0,110
i love the pho and the spring rolls oh so yummy you have to try.,1,64
the poor batter to meat ratio made the chicken tenders very unsatisfying.,0,73
all i have to say is the food was amazing,1,41
omelets are to die for,1,22
everything was fresh and delicious,1,34
"in summary, this was a largely disappointing dining experience.",0,63
"it's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1,117
"never been to hard rock casino before, will never ever step forward in it again",0,79
best breakfast buffet,1,21
say bye bye to your tip lady,0,28
we'll never go again.,0,21
will be back again,1,18
food arrived quickly,1,20
it was not good.,0,16
"on the up side, their cafe serves really good food.",1,51
"our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go",1,145
"the only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1,90
"best buffet in town, for the price you cannot beat it.",1,54
"i loved their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1,113
this is one of the better buffets that i have been to.,1,54
so we went to tigerlilly and had a fantastic afternoon,1,54
"the food was delicious, our bartender was attentive and personable and we got a great deal",1,90
the ambience is wonderful and there is music playing.,1,53
will go back next trip out.,1,27
sooooo good,1,11
"real sushi lovers, let's be honest - yama is not that good.",0,59
"at least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0,92
this is a really fantastic thai restaurant which is definitely worth a visit.,1,77
"nice, spicy and tender.",1,23
good prices.,1,12
check it out.,1,13
it was pretty gross,0,19
i've had better atmosphere.,0,27
kind of hard to mess up a steak but they did.,0,45
"although i very much liked the look and sound of this place, the actual experience was a bit disappointing.",0,107
i just don't know how this place managed to served the blandest food i have ever eaten when they are preparing indian cuisine.,0,126
"worst service to boot, but that is the least of their worries.",0,62
service was fine and the waitress was friendly.,1,47
"the guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1,140
"we thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1,111
"host staff were, for lack of a better word, bitches",0,51
bland... not a liking this place for a number of reasons and i don't want to waste time on bad reviewing.. i'll leave it at that...,0,131
